Tornado # in Year;Year;Month;Day;Time (CST);County;Damage Scale;Maximum Path Width (Yards);Path Length (Miles);Fatalities;Injuries;Location;
6;1917;3;27;0030;Pike-Crenshaw;F3;500;25.0;9;50;SW Petrey-Ansley-Shellhorn-3 W Saco;
5;1917;3;26;1300;Hale;F2;800;5.0;1;0;Prairieville;
4;1917;2;23;1530;Coosa-Clay;F3;600;15.0;9;50;3 WSW Stewartville-5 ENE Hollins;
3;1917;2;23;1515;Elmore;F2;0;0.5;0;2;Wetumpka;
2;1917;2;23;1400;Russell;F2;0;0;0;0;Hurtsboro;
1;1917;2;23;1400;Hale-Perry;F3;0;17.0;6;15;Whitsett-W Newburn-E Greensboro-Rosemary;
6;1918;2;14;1700;Elmore;F2;0;10.0;0;0;2 SW Elmore - N Wetumpka;
5;1918;1;11;NA;Baldwin;NA;0;19.0;NA;NA;S Point Clear - NE Robertsdale;
4;1918;1;11;1430;Henry;F2;0;5.0;1;8;SE Haleburg;
3;1918;1;11;1400;Henry;F2;0;0;0;2;5 S Abbeville;
2;1918;1;11;1340;Houston;F3;200;13.0;10;120;3 S Dothan - Webb;
1;1918;1;11;1300;Pike;F1;0;0;1;0;China Grove;
4;1919;5;26;0930;Mobile;F2;100;4.0;0;8;12 SW Mobile - 8 SW Mobile;
3;1919;3;5;1530;Barbour;F2;400;0;4;50;W Eufaula;
2;1919;3;5;1300;Pike-Covington-Crenshaw-Coffee;F2;0;47.0;1;10;Andalusia-6 S Brantley-Brundidge;
1;1919;3;5;1215;Escambia;F2;100;6.6;0;2;5 W Century-Flomaton;
7;1920;4;20;1230;Madison;F4;400;20.0;27;100;2 S Lily Flag-7 SE Huntsville;
6;1920;4;20;1000;Fayette-Walker-Winston-Cullman-Morgan;F4;400;50.0;21;50;SW Carbon Hill-Arley-Lacey;
5;1920;4;20;0800;Marion-Franklin-Colbert-Lawrence;F4;800;63;44;350;Bradley-NW Starkville-Bexar-NW Lawrence Co;
4;1920;3;28;1445;Elmore-Tallapoosa-Chambers;F4;125;47;17;85;Red Hill AL-West Point GA;
3;1920;3;28;1430;Elmore;F2;100;0;0;5;1 N Deatsville;
2;1920;3;28;1400;Calhoun;F3;100;8.0;1;10;Cedar Springs-West Point;
1;1920;3;17;1200;Pike;F2;50;1.0;0;1;E Troy;
12;1921;4;16;1350;Chambers;F2;0;15.0;0;15;Waverly-Cusseta;
11;1921;4;16;1300;Elmore;F2;0;8;N/A;5;NW Wetumpka;
10;1921;4;16;1230;Dallas;F2;50;7.0;1;10;Sardis-Tyler;
9;1921;4;16;1000;Hale;F2;0;0;0;5;Gallion;
8;1921;4;16;0730;Greene-Tuscaloosa;F3;800;20.0;4;40;3 SW Ralph-Northport;
7;1921;4;16;0630;Choctaw;NA;NA;9.0;NA;NA;14 NW Butler - 14 NNW Butler;
6;1921;4;16;0300;Franklin-Colbert;F3;0;20.0;5;50;N Russellville-4 NW Leighton;
5;1921;4;16;0130;Franklin;F2;0;0;0;0;9 W Phil Campbell;
4;1921;4;16;0100;Colbert-Lauderdale;F2;0;12.0;1;10;3 E Tuscumbia-Killen;
3;1921;4;16;0000;Lamar;F2;500;15.0;4;30;8 W Vernon-Sulligent-Crews;
2;1921;3;31;0915;Baldwin;F2;1700;4.0;0;5;Point Clear - 5 E Point Clear;
1;1921;3;9;0400;Pickens;F2;220;25;0;2;10.5 NW Aliceville-3.4 NE Reform;
9;1922;3;31;0330;Madison;F2;0;1.0;0;3;Near Paint Rock Bluff;
8;1922;3;31;0300;Cullman;F2;100;15.0;0;8;Crane Hill-Cullman;
7;1922;3;31;0230;Colbert-Lawrence-Lauderdale;F2;0;5.0;0;3;2 S Tennessee River-Near Town Creek;
6;1922;3;30;2300;Cullman;F2;0;0;0;0;Cullman;
5;1922;3;19;1800;Lee;F2;200;10.0;2;10;1 W Salem-2 N Goat Rock;
4;1922;3;14;1700;Cullman;F2;0;0;0;2;Crane Hill;
3;1922;3;14;1600;Limestone;F2;100;1;0;0;Gilbertsboro-1 N Lester-Bunker Hill;
2;1922;3;14;1330;Mobile;F2;0;11.0;0;6;10 N Wilmer-1 NE Citronelle;
1;1922;2;5;0300;Coffee;F2;200;2.0;1;12;Near Enterprise;
1;1923;11;29;0800;Baldwin;F2;800;3.0;1;2;1 N Latham;
17;1924;12;7;2000;Talladega;F3;50;4.0;0;0;SE Childersburg;
16;1924;5;27;0630;Macon-Russell;F2;0;15.0;1;2;Hannon-5 NE Hurtsboro;
15;1924;5;27;0445;Etowah;F2;200;2.0;0;8;6 S Gadsden;
14;1924;5;27;0340;Dallas;F2;0;9.0;0;3;4 N Selma-Burnside;
13;1924;5;27;0215;Walker;F3;400;3.0;11;7;3 N Empire;
12;1924;5;27;0030;Pickens**(started in Noxubee Co, Ms);F2;0;40.0;1;10;E Shuqualak-Lubbub Creek;
11;1924;5;26;2355;Marion**(moved through Lee & Itawamba Cos, Ms);F3;0;9.0;0;20;12 W Hamilton;
10;1924;5;26;2345;Limestone;F3;0;0;8;0;3 E Elkmont;
9;1924;4;30;0630;Pike-Barbour;F2;200;27.0;1;40;E Tarentum-S Brundidge-Clio-Louisville;
8;1924;4;30;0550;Bullock-Macon;F3;250;23.0;6;20;9 NW Union Springs-N Hannon;
7;1924;4;30;0500;Lee;F2;400;15.0;4;25;2 SE Auburn-1.5 N Opelika;
6;1924;4;30;0450;Butler;F3;100;1.0;1;10;Greenville;
5;1924;4;30;0430;Chambers-Randolph;F2;100;10.0;1;6;7 S Roanoke;
4;1924;4;30;0245;Autauga;F2;0;1.0;0;9;Autaugaville;
3;1924;2;4;1730;Jefferson;F3;500;0.5;3;5;Birmingham-Rocky Ridge;
2;1924;2;4;1700;Walker;F2;0;0;0;3;SE Dora;
1;1924;2;4;0900;Pike-Coffee;F2;0;10.0;0;0;10 NE Elba-Jack-Tarentum;
5;1925;10;25;0200;Crenshaw-Pike-Bullock-Barbour;F4;400;65.0;18;60;5 N Luverne-N Troy-NE Comer;
4;1925;3;18;1645;Colbert;F2;60;12.0;1;12;Littleville;
3;1925;1;10;1200;Pike;F2;0;0;0;0;Shellhorn;
2;1925;1;10;1200;Coffee;F2;0;0;0;1;West Elba;
1;1925;1;10;0800;Coffee;F2;0;2.0;0;3;3 S Enterprise;
1;1926;11;26;0530;Fayette-Marion;F3;400;7.0;4;15;1 NW Winfield;
1;1927;12;7;1130;Monroe;F2;50;2.0;1;20;Tunnel Springs;
5;1928;4;22;0300;Clarke;F2;0;0;3;1;4 SE Grove Hill;
4;1928;3;29;2000;Calhoun;F2;0;0;0;5;Cobb City;
3;1928;3;29;1830;Jefferson-St. Clair;F2;500;13.0;4;25;10 NE Birmingham-1 S Argo-5 S Springville;
2;1928;3;15;2345;Clarke;F2;30;4.0;0;1;4 SE Grove Hill;
1;1928;3;15;2300;Marengo-Dallas-Wilcox;F2;100;35.0;3;20;Shiloh-Central Mills-N Orrville;
3;1929;3;23;0515;Tuscaloosa;F2;200;1.0;0;0;Tuscaloosa;
2;1929;3;22;1645;Blount;F2;800;1.0;0;0;Remlap;
1;1929;3;22;1100;Calhoun;F3;100;8.0;5;25;W Jacksonville-2 S Merrellton;
2;1930;3;19;2100;Henry;F2;150;5.0;0;1;3 SW Headland;
1;1930;3;7;0200;Elmore;F2;150;0;0;3;10.0 N Wetumpka;
5;1931;12;31;0445;Chambers;F2;35;1.0;0;0;Riverview;
4;1931;12;31;0330;Elmore;F2;300;6.0;2;2;Between Robinson Springs and Millbrook;
3;1931;5;4;1730;Wilcox;F2;500;1.0;0;0;Camden;
2;1931;3;31;1430;Elmore;F2;75;2.0;0;0;3.0 W Eclectic;
1;1931;3;31;1145;Coffee;F2;150;7.0;1;5;3 S Elba;
28;1932;10;31;1130;Houston;F2;350;4.0;1;16;Cowarts;
27;1932;9;1;0800;Pike;F2;200;6.0;0;4;3.0 SW Troy;
26;1932;3;27;1600;Cleburne;F2;500;6.0;1;10;Abel-Chulafinnee;
25;1932;3;27;1500;Tallapoosa-Chambers;F2;0;25.0;0;12;Dadeville-White Plains;
24;1932;3;27;1430;Bibb-Chilton-Coosa;F3;150;30.0;5;20;W Lawley-S Jemison-Marble Valley;
23;1932;3;27;1415;Elmore;F2;60;5.0;0;8;NE Speigner;
22;1932;3;27;1400;Elmore;F2;50;10.0;0;0;W Speigner-E Holtville-Lake Jordan;
21;1932;3;27;1200;Morgan;F2;125;NA;0;5;Neel;
20;1932;3;21;2000;Morgan-Madison-Jackson;F4;400;61.5;36;500;Laceys Spring-Paint Rock-Bridgeport-6 E Jasper;
19;1932;3;21;2000;Talladega-Clay-Randolph;F4;400;45.0;13;160;5.0 ESE Sylacauga-Newell-4.0 N Ashland-1.0 N Lineville;
18;1932;3;21;1930;Winston-Cullman-Morgan;F3;200;10.0;8;25;NE Addison-SW Falkville;
17;1932;3;21;1930;Lawrence-Morgan;F2;0;5.0;4;10;Piney Grove;
16;1932;3;21;1910;Talladega;F4;400;25.0;41;325;Sylacauga;
15;1932;3;21;1900;Marengo-Hale-Perry;F3;100;20.0;10;30;W Faunsdale-Scotts Station;
14;1932;3;21;1900;Hale-Perry;F2;400;10.0;1;1;Greensboro;
13;1932;3;21;1730;Perry-Chilton-Coosa;F4;800;50.0;31;200;W Plantersville-Stanton-Lomax-Marble Valley;
12;1932;3;21;1710;Shelby-Talladega;F4;200;15.0;14;75;SW Columbiana;
11;1932;3;21;1630;Perry-Bibb-Chilton-Shelby-Coosa;F4;800;60.0;49;150;3 N Marion-Lawley-Jemison-Union Grove;
10;1932;3;21;1630;Cullman-Morgan-Marshall;F4;600;25.0;18;100;4 S Cullman-3 W Arab;
9;1932;3;21;1600;Tuscaloosa;F4;400;20.0;37;200;Ralph-Tuscaloosa-Northport;
8;1932;3;21;1530;Marengo-Perry;F2;200;20.0;3;12;3 SW Linden-Faunsdale-W Perry Co.;
7;1932;3;21;1515;Marengo-Greene-Hale;F3;125;7.0;3;9;Demopolis;
6;1932;3;21;NA;Lauderdale;F2;0;0;0;NA;Green Hill;
5;1932;2;21;2200;Houston;F3;400;5.0;0;5;Cowarts;
4;1932;1;12;2000;Elmore;F2;400;11.0;0;9;Millbrook;
3;1932;1;12;1830;Marengo-Perry;F2;250;8.0;1;12;Faunsdale-Uniontown;
2;1932;1;12;1715;Hale-Tuscaloosa;F3;400;8.0;9;29;Moundville;
1;1932;1;12;1100;Pickens;F2;0;5.0;0;2;Fellowship-W Gordo;
7;1933;5;5;0230;Bibb-Shelby;F4;500;35.0;21;200;3.0 S Brent-SE Centreville-Helena;
6;1933;5;5;0020;Sumter-Marengo-Choctaw;F3;400;35.0;4;27;2.0 E Edna-Demopolis;
5;1933;5;4;0445;Marion;F2;200;5.0;0;NA;5 E Hamilton;
4;1933;3;31;1900;Baldwin;F1;300;8.0;1;0;Perdido Beach;
3;1933;3;31;1715;Escambia-Conecuh;F2;70;15.0;0;40;7 W Brewton-5 E Castleberry;
2;1933;3;31;1700;Baldwin;F2;250;8.0;1;2;Elberta;
1;1933;3;18;1800;Lee;F2;25;1.0;0;5;Opelika;
3;1934;2;25;1700;Randolph**(continued into Carroll Co, Ga);F2;400;1.5;0;0;E Randolph Co.;
2;1934;2;25;1600;Clay;F4;400;15.0;4;40;5.0 W Millerville-3.0 S Ashland;
1;1934;2;25;1600;Shelby;F2;200;12.0;1;12;Calera-E Columbiana;
4;1935;5;20;1030;Dale;F2;75;5.0;3;0;2 E Midland City;
3;1935;5;20;0700;Escambia;F2;100;3.5;0;8;3 W McCullough;
2;1935;4;29;0930;Pike;F2;200;5.0;0;3;15.0 ENE Troy;
1;1935;3;6;1600;Houston;F2;20;1.0;0;22;Hodgesville;
13;1936;12;6;1830;Chilton;F2;200;4.0;0;10;Near Maplesville;
12;1936;12;6;1600;Chilton-Shelby;F2;200;10.0;0;6;Enon-Newala-Spring Creek;
11;1936;12;6;1545;Jefferson;F2;30;25.0;1;16;Crumley's Chapel-Hoagtown-Docena;
10;1936;12;6;1330;Tuscaloosa;F3;100;15.0;0;25;11.0 NW Tuscaloosa;
9;1936;12;6;1230;Pickens;F3;400;12.0;0;5;5.0 NE Aliceville;
8;1936;4;5;2215;Lauderdale-Limestone-Madison;F3;200;35.7;4;13;Rogersville-SE Elkmont-Flintville;
7;1936;4;5;2100;Franklin-Colbert;F3;0;25.0;8;55;Red Bay-Frankfort;
6;1936;4;1;2300;Pickens;F2;300;4.0;1;5;7.0 N Gordo;
5;1936;2;14;1530;Henry;F2;300;16.0;0;4;Lawrenceville;
4;1936;1;18;2100;Houston;F2;400;11.0;1;6;Campbellton-Ashford-Cottonwood-Grangeburg;
3;1936;1;18;1800;Dale;F2;75;2.0;1;7;Skipperville;
2;1936;1;18;1000;Shelby;F2;100;4.0;0;5;4.0 SE Columbiana;
1;1936;1;18;0300;DeKalb;F3;100;10.0;4;8;Oak Grove-3 W Fyffe-Rainsville;
5;1937;10;26;1428;Mobile;F2;20;4.0;0;3;Mobile;
4;1937;4;24;1430;Houston;F2;100;10.0;1;25;Dothan-Cottonwood;
3;1937;4;8;0817;Pike;F2;100;8.0;4;25;7 SW Brundidge;
2;1937;3;24;1045;Dale;F2;20;0.1;2;0;Ozark;
1;1937;2;9;0700;Barbour;F2;0;NA;0;3;2 N Eufaula;
7;1938;4;7;1230;Pickens;F3;200;20.0;11;51;Near Aliceville;
6;1938;4;7;1130;Lamar;F2;100;NA;0;7;Near Millport;
5;1938;4;6;1330;Monroe;F2;400;15.0;1;12;6 W Monrovia;
4;1938;3;15;1645;Walker;F2;50;2.0;0;11;Nauvoo;
3;1938;3;15;1620;Jefferson;F2;50;10.0;1;8;Mulga;
2;1938;3;15;1435;Marengo;F2;300;5.0;1;25;E Demopolis;
1;1938;2;19;1900;Crenshaw;F1;30;3.0;1;0;3 S Petrey;
14;1939;4;17;0635;Cleburne;F2;150;1.0;0;16;Ranburne;
13;1939;4;17;0200;Tuscaloosa;F2;0;10.0;0;2;5.0 W Northport-3.0 NW Northport;
12;1939;4;17;0115;Greene;F3;200;2.0;1;2;Boligee;
11;1939;4;11;1200;Madison-Marshall;F2;100;4.0;1;11;5 SW Woodville;
10;1939;4;11;1145;Shelby;F2;100;2.0;0;7;Montevallo;
9;1939;3;30;0600;Escambia;F2;50;NA;0;7;East Brewton;
8;1939;3;30;0600;Pike;F2;50;NA;0;4;6.0 SE Troy;
7;1939;2;20;0100;Clay;F2;0;1.0;1;9;Near Cragford;
6;1939;2;15;0006;Jefferson;F2;0;1.0;1;4;Pinson;
5;1939;2;15;0006;Limestone;F2;0;NA;1;0;Tanner;
4;1939;2;14;1900;Pickens;F2;200;15.0;0;10;Aliceville-Carrollton;
3;1939;2;14;1200;Lamar;F2;100;NA;0;3;Beaverton;
2;1939;1;29;1630;Tuscaloosa;F2;200;6.0;0;11;Coker;
1;1939;1;29;1600;Shelby-Talladega;F2;100;20.0;0;7;Columbiana-Childersburg;
5;1940;12;27;1150;Houston;F2;50;11.0;0;2;Dothan-2 W Webb-Headland;
4;1940;3;29;1800;Choctaw;F2;400;5.0;0;30;Gilbertown;
3;1940;2;13;1330;Lowndes;F2;50;0.5;0;3;St. Clair;
2;1940;1;14;0445;Montgomery;F3;100;4.0;3;10;2.0 SW Mt. Meigs;
1;1940;1;14;0300;Monroe;F2;800;10.0;3;12;9 N Monroeville-Beatrice-Riley's Crossroads;
9;1942;12;5;2200;Russell;F2;200;6.0;0;31;Hurtsboro;
8;1942;3;16;1800;Lauderdale;F3;400;1.5;2;30;Waterloo;
7;1942;2;6;0945;Chambers;F2;200;11.0;0;13;Milltown-Stroud-Standing Rock;
6;1942;2;6;0830;Autauga-Chilton-Elmore;F2;100;10.0;0;8;Marbury-Verbena;
5;1942;2;6;0245;Franklin;F2;100;5.0;2;10;5 E Russellville;
4;1942;2;6;0230;Franklin;F2;100;5.0;1;25;Russellville;
3;1942;1;1;1400;Monroe;F2;400;10.0;0;11;Megargel-Excel;
2;1942;1;1;1300;Washington;F3;0;15.0;0;0;Deer Park-2 N McIntosh;
1;1942;1;1;0535;Mobile;F2;200;7.0;1;11;Theodore;
4;1943;5;11;0630;Chilton-Coosa-Tallapoosa;F2;200;45.0;0;10;SW Verbena-Alexander City;
3;1943;5;11;0600;Dallas;F2;100;15.0;1;20;Cahaba-Selma-Burnsville;
2;1943;4;12;0300;Cullman;F3;200;10.0;2;14;Vinemont;
1;1943;4;12;0130;Marion;F4;200;5.0;4;60;Hackleburg;
7;1944;4;11;2000;Houston;F2;NA;1.0;0;0;Webb;
6;1944;4;11;1100;Talladega;F3;400;15.0;2;20;5.0 S Childersburg-Winterboro-Talladega;
5;1944;4;11;0830;Walker;F2;400;2.0;0;1;Sumiton;
4;1944;3;6;1615;Pike-Crenshaw;F3;100;18.0;1;12;Luverne-W Troy;
3;1944;3;6;1530;Mobile;F2;100;10.0;0;2;Big Point-Seven Mills;
2;1944;3;6;1500;Blount-Marshall;F2;100;10.0;2;40;2.0 SE Douglas-N Boaz;
1;1944;3;6;1015;Calhoun;F2;300;5.0;2;35;Jacksonville;
8;1945;2;22;0030;Coosa;F2;150;4.0;0;0;Kellyton;
7;1945;2;12;2205;Jefferson;F2;120;0.5;0;1;Birmingham-Shades Mountain;
6;1945;2;12;1945;Chilton;F3;100;1.0;1;8;SE Stanton;
5;1945;2;12;1930;Lee;F2;125;0.5;0;1;S Opelika;
4;1945;2;12;1830;Macon;F3;120;0.5;0;2;E Tuskegee;
3;1945;2;12;1800;Bullock;F2;100;8.0;0;9;9.0 W Union Springs-Thompson;
2;1945;2;12;1722;Montgomery;F3;100;13.0;26;293;5.0 SW Montgomery-Chisholm;
1;1945;2;12;1630;Sumter;F4;400;18.0;11;63;York-Livingston;
2;1946;11;10;NA;Mobile-Washington;F2;NA;4.0;0;4;Calvert;
1;1946;5;16;0230;Lowndes;F2;20;4.0;0;0;Sandy Ridge;
3;1947;1;30;1030;Conecuh-Butler;F3;200;15.0;3;30;Bethel-Shacklesville;
2;1947;1;30;0950;Elmore;F3;200;5.0;3;30;Kent;
1;1947;1;30;0925;Montgomery;F2;200;3.0;0;12;Montgomery;
5;1948;4;6;1530;Clay;F2;200;1.5;0;3;Ashland;
4;1948;3;26;NA;Jefferson;NA;NA;NA;NA;NA;No Information Available;
3;1948;3;26;2317;Lee;F2;80;1.0;0;4;Opelika;
2;1948;3;26;1915;Pickens;F3;100;4.0;3;40;Aliceville;
1;1948;3;16;0205;Colbert-Lauderdale;F2;100;4.0;0;3;E Florence-Wilson Dam;
5;1949;11;24;1800;DeKalb;F2;100;10.0;1;20;Sand Mountain-S Henagar-N Mentone;
4;1949;11;24;1715;Tallapoosa;F2;100;3.0;10;10;Hackneyville-NE Alexander City;
3;1949;11;24;1715;Blount;F4;100;15.0;4;44;Fairview-Oneonta-Tate's Gap;
2;1949;8;30;1620;Montgomery;F2;50;0.1;0;0;Montgomery;
1;1949;2;19;0900;Covington;F2;100;1.0;0;5;3 SW Red Level;
2;1950;4;18;0145;Baldwin;F2;150;2.0;0;14;2 NW Spanish Fort - 2 NE Spanish Fort;
1;1950;4;18;0130;Mobile;F3;100;14.0;0;15;6 NNW Tillmans Corner - 2.5 NW Saraland;
5;1951;11;16;0100;Blount;F2;10;1.5;0;1;1 SSE Blountsville 1.5 ESE Blountsville;
4;1951;11;15;2000;Lauderdale;F2;177;1.5;0;6;W Oakland - N Oakland;
3;1951;11;15;1500;Cullman;F2;150;1.0;0;2;Walter - Holly Pond;
2;1951;6;8;0900;Madison;F2;100;1.0;0;2;4 N New Market;
1;1951;2;20;1600;Fayette;F2;123;1.0;0;3;Near Bankston;
11;1952;5;10;0900;Fayette;F1;50;0.25;0;0;Fayette-Bankston;
10;1952;5;10;0900;Fayette;F1;50;0.25;0;0;Fayette;
9;1952;5;10;0900;Fayette;F1;50;0.25;0;0;Covin-Fayette;
8;1952;4;4;0620;Mobile;F1;200;0.20;0;2;SW Airport Station;
7;1952;3;22;1500;Morgan-Madison;F4;100;21.6;4;50;Massey-W Falkville-Hartselle-Winston-Redstone Arsenal;
6;1952;3;3;1310;Pickens;F3;440;3.3;0;6;Near Gordo;
5;1952;2;29;1700;DeKalb;F3;400;3.3;0;12;Near Fort Payne;
4;1952;2;13;2130;Jefferson;F3;200;15.0;1;26;Shady Grove-Adamsville-Graysville-Pinson;
3;1952;2;13;2030;Blount-Cullman;F1;400;6.0;0;6;Garden City - 6 NE Garden City;
2;1952;2;13;2000;Fayette-Tuscaloosa;F3;100;5.6;1;14;New Lexington - 4 SE Bankston;
1;1952;1;22;0900;Tallapoosa;F1;10;0.1;0;0;S Alexander City;
23;1953;12;6;0800;Henry;F2;10;2.0;0;1;Headland;
22;1953;12;6;0700;Henry;F1;10;0.1;0;0;4 NW Headland;
21;1953;5;4;1900;Jefferson;F0;10;0.1;0;0;Near Bessemer;
20;1953;5;4;1830;Marion;F1;67;0.2;0;2;Near Winfield;
19;1953;5;1;2000;Choctaw;F4;200;10.0;2;3;1 S Riderwood-2 N Lisman;
18;1953;5;1;2000;Jefferson;F1;10;0.1;0;0;Trussville;
17;1953;5;1;1930;Clay;F4;440;12.1;7;12;N Millerville-S Lineville;
16;1953;5;1;1715;Chilton;F2;100;1.5;0;2;4 S Calera - Minooka;
15;1953;4;18;1700;Lee-Russell;F3;200;34.7;6;195;Near Loachapoka - Phenix City;
14;1953;4;18;1700;Shelby;F3;400;16.51;8;495;Siluria (Alabaster);
13;1953;4;12;0340;Blount;F1;100;0.5;0;0;2 SSW Hayden;
12;1953;4;6;1545;Jefferson;F3;37;0.5;0;12;Bessemer;
11;1953;3;22;1900;Lauderdale;F2;200;1.0;0;0;6 W Florence;
10;1953;3;18;1422;Mobile;F2;10;0.1;0;2;Mobile;
9;1953;2;20;1900;Franklin;F2;220;7.1;0;6;Vina-N Dempsey;
8;1953;2;20;1645;Walker;F2;100;0.7;0;1;Macedonia;
7;1953;2;20;1630;Marion;F2;300;0.5;0;2;Near Winfield;
6;1953;2;20;1610;Colbert;F3;20;0.1;1;8;Wheeler Mountain - SW Tuscumbia;
5;1953;1;23;0500;Washington-Clarke;F3;300;6.5;0;1;St. Stephens-Jackson;
4;1953;1;20;1630;Blount;F0;10;0.1;0;1;ENE Blountsville;
3;1953;1;20;1500;Walker;F3;50;1.5;0;0;Near Cordova;
2;1953;1;8;0710;Talladega;F2;867;3.0;0;0;Talladega;
1;1953;1;8;0630;Dallas;F1;167;0.5;0;0;12 N Selma;
9;1954;12;5;1600;Russell;F2;70;1.5;0;4;2 W Crawford;
8;1954;12;5;1600;Pike;F1;83;1.5;0;2;Ansley-Near Troy Airport;
7;1954;12;5;1345;Barbour;F2;100;17.5;0;3;NE Clayton-NE Eufaula;
6;1954;12;5;1330;Calhoun;F3;100;24.7;0;26;Ohatchee-Wellington-Piedmont;
5;1954;12;5;1200;Lee;F3;200;19.4;0;4;2 N Opelika - Lake Harding;
4;1954;4;16;0800;Coffee-Dale;F2;100;17.3;0;1;2 E Enterprise-3 E Ozark;
3;1954;3;29;1430;Henry;F2;100;2.5;0;0;1 W Headland;
2;1954;3;13;2040;Russell;F3;880;1.9;0;0;Fort Mitchell;
1;1954;2;28;0200;Chilton;F1;167;12.5;0;0;Mt. Pleasant-New Salem-Collins Chapel-Mineral Springs;
5;1955;10;16;1815;Coffee-Dale;F2;167;17.3;0;5;3.2 NW Enterprise - 3.2 SSE Ozark;
4;1955;10;16;1815;Coffee;F1;167;14.0;0;0;5.1 SE Elba - 4.6 E Enterprise;
3;1955;4;24;0545;Morgan;F4;200;8.6;5;20;4.2 NW Battleground - Falkville;
2;1955;4;21;0810;Dallas;F2;50;1.5;0;1;1.8 SSelma - 1.7 SE Selma;
1;1955;3;21;1230;Colbert;F2;200;5.4;0;1;Allsboro - 3.2 SW Cherokee;
5;1956;12;23;0050;Lowndes-Elmore-Montgomery-Tallapoosa-Monroe-Conecuh-Butler;F2;100;121.7;0;1;Excel-Reeltown;
4;1956;7;8;0800;Clarke;F2;10;31.1;0;0;6 N Jackson - Frisco City;
3;1956;5;3;0440;Covington;F3;83;3.8;0;2;11.7 ESE Georgiana - 14.2 E Georgiana;
2;1956;4;15;1500;Jefferson;F4;200;21.3;25;200;Pleasant Grove-McDonald Chapel-Trussville;
1;1956;3;16;530;Geneva-Houston;F1;20;11.9;0;0;6.6 SW Dothan - 3.8 WSW Ashford;
44;1957;12;20;0300;Conecuh;F1;33;4;0;0;4 E Castleberry-8 E Castleberry 2 homes and a barn were destroyed.;
43;1957;12;20;0253;Chilton;F1;10;0.1;0;0;Clanton;
42;1957;12;19;2315;Colbert;F2;10;0.1;0;7;Littleville;
41;1957;12;19;2230;Fayette;F1;10;0.1;0;0;4 S Winfield;
40;1957;11;18;1730;Blount-Marshall;F4;100;26.1;3;12;Rosa-Snead-Horton;
39;1957;11;18;1730;Clay;F2;10;0.1;0;0;Ashland;
38;1957;11;18;1715;Cleburne;F1;10;0.1;0;0;Near Macedonia;
37;1957;11;18;1700;Morgan;F1;10;0.1;0;0;Hulaco;
36;1957;11;18;1700;Morgan-Lawrence;F1;10;0.1;0;0;Moulton;
35;1957;11;18;1635;Tallapoosa;F1;10;0.1;0;0;Near Alexander City;
34;1957;11;18;1615;DeKalb;F1;10;0.1;0;0;Dawson;
33;1957;11;18;1530;Jefferson;F2;100;8.2;1;35;Ensley-Tarrant City;
32;1957;11;18;1445;Tuscaloosa;F1;10;3.3;0;1;12 N Tuscaloosa;
31;1957;11;18;1445;Dallas;F1;10;37.3;0;0;Safford-Near Orrville-Marion Junction-Summerfield-Plantersville;
30;1957;11;18;1430;Greene-Hale;F1;10;28.0;0;5;Forkland-Sawyerville-Near Akron-Havana;
29;1957;11;18;1330;Franklin;F2;10;7.4;0;0;Belgreen-2 NW Russellville;
28;1957;11;17;1610;Cullman;F1;10;9.2;0;3;Trimble-Crane Hill;
27;1957;11;17;1512;Walker;F4;200;7.2;4;15;6 NW Jasper-1 N Manchester;
26;1957;11;17;1310;Lamar;F1;10;6.15;0;0;Sulligent;
25;1957;11;8;0430;Shelby;F1;50;4.1;0;0;2 NE Columbiana-2 W Wilsonville;
24;1957;11;8;0225;Pickens;F1;10;7.8;0;5;1.2 E Aliceville - 8.7 E Aliceville;
23;1957;9;18;1445;Dallas-Autauga;F0;100;11.9;0;0;E Selma - Jones;
22;1957;8;15;1730;Lee;F1;133;0.1;0;0;Smiths;
21;1957;6;28;1745;Barbour;F2;100;16.5;0;1;8 NE Brundidge-Batesville;
20;1957;6;28;1150;Crenshaw;F0;10;0.1;0;0;Near Luverne;
19;1957;6;28;1100;Conecuh-Covington-Butler;F2;200;11.5;0;2;5.5 WNW Red Level - 5.6 NE McKenzie;
18;1957;6;28;1030;Conecuh;F1;10;0.1;0;0;Near Middleton Field;
17;1957;6;28;1030;Montgomery-Bullock;F0;167;8.9;0;0;8.9 NE SPrague - 1.7 NW Union Springs;
16;1957;6;28;1025;Conecuh-Butler;F2;133;14.5;0;0;4 WNW Evergreen - Jones Chapel;
15;1957;6;28;1015;Butler;F2;133;12.3;0;0;6 SW Greenville-6 ENE Greenville;
14;1957;6;28;1000;Lowndes-Montgomery;F1;50;22.3;0;8;S Fort Deposit-Sprague;
13;1957;6;28;0955;Monroe;F2;100;12.1;0;4;1 S Frisco City-Bermuda;
12;1957;6;28;0945;Conecuh-Butler;F2;440;23.2;0;0;10 W Evergreen-3 S Butler Springs;
11;1957;6;28;0935;Lowndes-Montgomery;F2;117;12.8;0;0;3 S Hayneville-3 SW Hope Hull;
10;1957;6;28;0927;Montgomery;F0;100;0.1;0;0;1 N Sellers;
9;1957;6;28;0850;Wilcox;F2;100;2.2;0;0;Oakhill;
8;1957;6;28;0830;Clarke;F1;100;7.4;0;0;Suggsville-5.5 SW Grove Hill;
