Tornado # in Year;Year;Month;Day;Time (CST);County;Damage Scale;Maximum Path Width (Yards);Path Length (Miles);Fatalities;Injuries;Location;
4;2006;1;13;1245;Henry;F0;50;0.2;0;0;Tumbleton;
3;2006;1;13;1220;Barbour;F0;100;8.5;0;1;7.6 N Clayton - 13.4 NE Clayton;
2;2006;1;13;1200;Dale;F0;50;1.0;0;0;Level Plains Crossroads - 1 NE Level Plains Crossroads;
1;2006;1;13;1001;Conecuh;F1;880;1.0;1;0;Belleville;
42;2007;10;23;1250;Butler;F0;60;0.10;0;0;2 NW Georgiana;
41;2007;10;23;0040;Lowndes;F1;100;3.25;0;0;5.1 ESE Lowndesboro - 2.9 SSW Manack;
40;2007;10;22;2301;Bibb;F1;200;7.71;0;0;3.1 SW Harrisburg - 1.8 SSW Ingate;
39;2007;10;22;2144;Hale;F1;50;9.31;0;2;3.3 S Sledge - 1.7 ENE Rosemary;
38;2007;10;22;1533;Mobile;F1;200;0.70;0;0;0.7 SE Bayou La Batre Airport - 0.7 ENE Bayou La Batre Airport;
37;2007;10;22;1407;Mobile;F0;50;0.10;0;0;Dauphin Island;
36;2007;10;18;1405;Lawrence;F1;100;0.16;0;0;10 S Mt Hope - 9.8 S Mt Hope;
35;2007;10;18;1342;Marion;F0;50;0.06;0;0;2.3 NNE Thorn Hill;
34;2007;10;18;1215;Lamar;F0;25;0.03;0;0;5.2 W Vernon;
33;2007;09;21;1634;Barbour;F0;20;0.36;0;0;3.3 W Blue Springs;
32;2007;06;19;1200;Morgan;F0;25;0.25;0;0;2.2 SSW Trinity;
31;2007;04;14;1805;Dale;F1;150;5.83;0;0;3.0 NW Ozark-5.0 NE Ozark;
30;2007;04;14;1711;Bullock;F1;100;3.2;0;0;17 S Union Springs;
29;2007;04;14;1612;Conecuh;F1;50;0.25;0;0;2.5 NNW Castleberry;
28;2007;04;14;1500;Crenshaw;F0;40;0.54;0;0;5 NW Saville;
27;2007;04;14;1233;Monroe;F1;200;1.06;0;0;Vredenburgh;
26;2007;04;11;1654;Macon-Russell;F1;400;11.47;0;0;6.8 SE Tuskegee-Uchee;
25;2007;04;11;1618;Tallapoosa;F1;50;0.9;0;0;Dadeville;
24;2007;04;11;1605;Elmore;F0;25;0.09;0;0;4.8 SE Wetumpka;
23;2007;04;11;1447;Bibb-Chilton;F1;200;0.98;0;0;Randolph;
22;2007;04;11;1414;Jefferson;F1;40;0.57;0;0;2.7 NNW Sayre;
21;2007;04;03;2233;Jackson;F1;100;2.57;0;0;1.1 SSE Davistown-3.6 SE Davistown;
20;2007;04;03;2126;Madison;F0;75;8.96;0;0;2.3 WNW Elkwood-1.1 S Hazel Green Airport;
19;2007;03;01;1756;Shelby;F1;100;0.65;0;0;6 SW Alabaster;
18;2007;03;01;1727;Russell-Lee;F1;100;2.77;0;0;3.0 NNE Ladonia-3.0 W Midland;
17;2007;03;01;1606;Jefferson;F1;400;0.9;0;0;1.3 WNW Oakwood-0.9 SE Adamsville;
16;2007;03;01;1545;Winston-Cullman;F2;100;9.62;0;0;Lewis Smith Lake-4.9 NW Crane Hill;
15;2007;03;01;1512;Barbour;F1;75;2.4;0;0;6.7 NNE Eufaula;
14;2007;03;01;1500;Tuscaloosa;F1;100;3.73;0;0;1.4 WNW Samantha-3.1 NE Samantha;
13;2007;03;01;1459;Fayette;F1;150;11.22;0;0;0.7 S Bluff-1.9 WSW Bazemore;
12;2007;03;01;1448;Lowndes-Montgomery;F2;600;24.55;0;6;1.4 ENE Sandy Ridge-2.7 NE Garters Hill;
11;2007;03;01;1348;Dale-Henry;F1;150;30.09;0;6;3.0 SW Echo-3.0 SSW Hatcher;
10;2007;03;01;1308;Coffee;F4;500;10.33;9;50;1.6 SW Enterprise-5.6 NE Enterprise;
9;2007;03;01;1227;Wilcox-Dallas;F4;500;18.32;1;2;2.4 E Prairie-3.8 WNW Kings Landing;
8;2007;03;01;1205;Butler;F0;30;3.15;0;0;2.5 NNW Industry-4.8 NNE Industry;
7;2007;02;13;1822;Autauga;F1;200;1.10;0;0;2.2 ENE Mulberry - 2.52 E Mulberry;
6;2007;02;13;1748;Bibb;F0;250;7.47;0;0;4.64 W Six Mile - 1.24 WSW Ashby;
5;2007;02;13;1710;Tuscaloosa-Bibb;F1;400;9.71;0;0;3.1 WSW Hagler - 1.04 ESE Harmon;
4;2007;02;13;1701;Hale-Perry;F0;25;6.5;0;0;0.7 SE Whitsitt - 2.47 SW Scott Station;
3;2007;01;07;2029;Barbour;F1;200;2.7;0;0;2.9 S Terese - 1.9 SE Terese;
2;2007;01;07;1950;Dale;F0;50;0.50;0;0;3.9 NW Ozark - 3.4 NW Ozark;
1;2007;01;07;1610;Tallapoosa;F1;50;1.0;0;0;1.7 S Barnesville - 1.2 S Walnut Hill;
94;2008;12;24;1632;Walker;F0;100;0.06;0;0;1.6 SSW Mc Cullum;
93;2008;12;24;1533;Limestone;F1;50;1.65;0;0;1.6 ESE Orrville - 0.8 NNE Belle Mina;
92;2008;12;10;0434;St. Clair;F1;300;3.92;0;0;1.7 N Acmar - 2.2 E Branchville;
91;2008;12;10;0102;Jackson;F2;300;4.46;0;0;1.0 SE Tupelo - 2.1 ENE Pikeville;
90;2008;12;10;0101;Walker;F2;400;4.66;0;0;3.7 W Sipsey - 3.2 N Sipsey;
89;2008;12;10;0043;Walker;F1;400;0.75;0;0;0.6 ESE Oakman - 0.4 NNW Coal Valley;
88;2008;10;08;1419;Marion;F0;20;0.01;0;0;1.9 WNW Winfield;
87;2008;10;08;1233;Henry;F0;75;0.44;0;0;5.4 W Capps;
86;2008;10;08;1217;Dale;F0;50;0.36;0;0;1.1 ESE Pinckard;
85;2008;10;08;1205;Houston;F0;75;3.95;0;0;3 N Wicksburg - 2.8 N Hollis Dairy;
84;2008;10;08;1125;Dale;F0;75;2.43;0;0;5 S Ozark - 1.1 NW Klondyke Hill;
83;2008;10;08;1115;Dale;F0;75;1.10;0;0;0.6 WSW Fort Rucker;
82;2008;10;08;1054;Coffee;F1;150;1.90;0;0;0.6 WSW Enterprise - 1.3 ENE Enterprise;
81;2008;10;08;0925;Covington;F0;50;1.89;0;0;4.8 NNW Watkins Bridge - 4.8 S Libertyville;
80;2008;10;08;0430;Walker;F0;40;0.48;0;0;3.4 NE Eldridge - 3.8 NE Eldridge;
79;2008;09;01;1205;Baldwin;F0;30;0.10;0;0;1 N Elberta;
78;2008;08;25;1826;Houston;F1;50;0.20;0;0;2 SE Gordon;
77;2008;08;25;1658;Pike;F0;20;0.01;0;0;1 SSW Enon;
76;2008;08;25;1119;Calhoun;F1;250;1.10;0;0;0.9 NNE Choccolocco - 1.6 S Pleasant Ridge;
75;2008;08;25;1111;Calhoun;F1;50;0.01;0;0;1 SW Old Davisville;
74;2008;08;25;1106;Cleburne;F2;400;0.36;0;0;3 NW Chulafinnee;
73;2008;08;25;1025;Blount;F1;60;0.41;0;0;4.5 SSE Allgood;
72;2008;08;25;0956;St. Clair;F1;100;3.38;0;0;1.7 SE St. Clair Springs - 0.6 NE St. Clair;
71;2008;08;25;0720;Dale;F1;75;0.44;0;0;1 NW Arguta;
70;2008;08;25;0718;Pike;F0;75;0.45;0;0;2 NE Corcoran;
69;2008;08;25;0625;Autauga;F0;25;0.05;0;0;4 NE Prattville;
68;2008;08;24;1724;Winston;F0;20;0.05;0;0;0.5 NNE Meek;
67;2008;08;24;1312;Coosa;F0;20;0.01;0;0;0.9 SW Wetona;
66;2008;08;24;1307;Elmore;F0;20;0.04;0;0;3.5 WNW Ware;
65;2008;08;18;0905;Mobile;F0;20;0.10;0;0;Dauphin Island;
64;2008;05;20;1548;DeKalb;F0;20;0.21;0;0;0.9 NNW Collinsville;
63;2008;05;15;1117;Conecuh-Covington;F0;100;14.96;0;0;1.0 WNW Paul - 5.4 ENE Melrose;
62;2008;05;11;0147;Cleburne;F1;150;2.29;0;0;3.9 SSE Edwardsville - 2.6 W Abernathy;
61;2008;05;11;0136;Cleburne;F1;1000;3.78;0;0;3.4 W Heflin - 1.1 SSE Heflin;
60;2008;05;10;2337;Walker-Cullman;F2;330;2.96;0;0;3.9 N Dilworth - 3.1 WSW Arkadelphia;
59;2008;05;10;2327;Walker;F1;400;9.29;0;0;2.1 NE Marigold - 5.7 N Sipsey;
58;2008;05;10;2259;Lauderdale;F1;250;1.00;0;0;2.0 W Powell - 1.0 WSW Powell;
57;2008;05;10;2218;Marion;F1;400;25.46;0;0;2.9 SW Shottsville - 3.5 WNW Thorn Hill;
56;2008;05;10;2200;Lauderdale;F1;250;1.60;0;0;2.8 W Gravelly Springs - 1.4 WNW Gravelly Springs;
55;2008;05;08;1340;Cullman;F1;100;6.58;0;0;0.2 NNW St Bernard - 1.9 NNE Simcoe;
54;2008;05;08;1335;Limestone-Madison;F1;250;4.01;0;0;0.6 S New Hope - 0.7 NNW Triana;
53;2008;05;08;1320;Cullman;F1;100;3.27;0;0;3.2 WSW Trimble - 0.2 SE Trimble;
52;2008;05;08;1315;Morgan;F0;50;0.86;0;0;0.2 SW Oak Ridge - 0.7 NE Oak Ridge;
51;2008;05;08;1300;Walker-Cullman;F1;600;3.27;0;0;6.2 NE Marigold - 4.6 SW Wheat;
50;2008;05;08;1206;Fayette-Walker;F1;100;11.04;0;0;3.1 SW Bazemore - 0.2 NE Kansas;
49;2008;05;08;1139;Colbert-Lawrence-Lauderdale;F2;250;21.86;0;0;2.2 WNW Midway - 1.5 NNW Rogersville;
48;2008;05;08;1057;Lauderdale;F1;200;7.99;0;2;1.6 ENE Central Heights - 2.1 S Rhodesville;
47;2008;04;11;1525;Jefferson;F0;30;0.30;0;0;1.6 SSW Vestavia Hills - 1.3 SSW Vestavia Hills;
46;2008;04;11;1508;Jefferson;F0;30;0.10;0;0;2 W Hopkins;
45;2008;04;11;1405;Cullman;F0;40;0.07;0;0;1.9 NW Cullman Folsom Field;
44;2008;04;11;1333;Marshall;F0;100;2.13;0;0;2.2 SE Grant - 2.4 ESE Grant;
43;2008;04;11;1316;Marshall;F0;30;1.63;0;0;1.6 SE Oleander - 2.1 E Oleander;
42;2008;04;11;1307;Madison;F0;200;3.78;0;0;0.9 NE Mount Leventov - 1.6 N Stegers Store;
41;2008;04;11;1306;Morgan;F0;20;1.23;0;0;1.0 SW Center Grove - 0.8 SE Center Grove;
40;2008;04;11;1246;Cullman;F0;10;0.17;0;0;1.0 SSE Vinemont;
39;2008;04;04;1424;Calhoun;F0;50;0.10;0;0;0.6 SW Fort McClellan;
38;2008;04;04;0928;Winston;F0;75;2.50;0;0;3.2 SSW Ashbank - 3.0 SSE Ashbank;
37;2008;04;04;0804;Limestone;F0;20;1.56;0;0;1.8 ESE Copeland - 1.0 S Copeland;
36;2008;04;04;0734;Limestone;F0;25;0.25;0;0;2.0 ENE Ripley;
35;2008;04;04;0703;Colbert;F1;20;6.52;0;0;1.9 SSE Hobgood Siding - 0.3 NNW Cotton Town;
34;2008;03;15;0950;Cherokee;F2;50;3.61;0;0;2.3 E Gnatville - 1.8 NNW Spring Garden;
33;2008;03;15;0847;Blount;F2;675;6.04;0;0;4.0 S Mattawana - 4.1 SSE Oneonta Robbins Airport;
32;2008;03;04;0050;Tuscaloosa;F1;200;0.79;0;0;3.5 WNW Samantha - 3.7 NW Samantha;
31;2008;03;04;0049;Greene;F1;300;5.62;0;0;2.3 W Eutaw - 5.1 SSE Union;
30;2008;02;26;0400;St. Clair;F1;1100;2.81;0;0;1.6 NNW Easonville - 0.3 ESE Cropwell;
29;2008;02;26;0350;Shelby;F1;150;0.49;0;0;5.0 N Simmsville - 5.2 NNW Argyle;
28;2008;02;26;0342;Jefferson;F1;500;2.80;1;0;0.6 E Parkwood - 1.8 W Leeds;
27;2008;02;17;1638;Barbour;F0;300;0.40;0;0;1.4 NW Richards;
26;2008;02;17;1622;Barbour;F1;50;2.26;0;0;1.6 S Blue Springs - 2.0 ESE Blue Springs;
25;2008;02;17;1617;Barbour;F1;75;21.39;0;0;2.8 NNW Elamville - 1.4 NNW Gaino;
24;2008;02;17;1540;Russell;F2;1000;7.73;0;4;2.4 SSE Glenville - 0.5 SSE Mahrt;
23;2008;02;17;1458;Autauga-Elmore;F3;440;14.65;0;50;3.3 SE Prattville - 0.9 WNW Speigner;
22;2008;02;17;1424;Lowndes;F2;225;11.0;0;10;0.7 SSE Collirene - 4.0 SE White Hall;
21;2008;02;17;1422;Randolph;F1;150;14.71;0;0;3.1 NNE Corinth - 2.4 SSE Sewell;
20;2008;02;17;1417;Coffee-Pike;F1;250;9.56;0;0;5.0 WNW Jack - 3.3 ENE Spring Hill;
19;2008;02;17;1403;Clay;F0;50;1.56;0;0;2.4 S Gibsonville - 1.9 SSW Mellow Valley;
18;2008;02;17;1347;Tallapoosa;F0;50;4.53;0;0;5.0 WSW Hackneyville - 0.6 W Hackneyville;
17;2008;02;17;1342;Coosa-Tallapoosa;F1;100;10.76;0;0;1.6 NW Socapatoy - 2.0 NNE Soleco;
16;2008;02;17;1305;Chilton;F1;200;1.18;0;0;1.2 ENE Falakto - 2.3 ENE Falakto;
15;2008;02;17;1304;Escambia-Covington;F2;500;14.42;0;0;3.4 NNE Parker Springs - 3.1 NE Dixie;
14;2008;02;17;1226;Dallas;F2;400;7.58;0;0;4.0 N Potter - 3.4 ENE Summerfield;
13;2008;02;06;0625;Coosa-Talladega;F2;2000;15.9;0;0;4.8 SW Marble Valley - 2.3 SW Gantt Junction;
12;2008;02;06;0517;Jackson;F4;660;10.9;1;12;1.0 SSE Pisgah - 1.1 SE Flat Rock;
11;2008;02;06;0445;Marshall;F1;35;0.16;0;0;0.7 SSW Guntersville Municipal Airport;
10;2008;02;06;0400;Cullman;F0;20;0.33;0;0;3.6 ESE Loretto;
9;2008;02;06;0302;Lawrence-Morgan;F4;880;16.7;4;23;2.1 ENE Leola - 1.8 SW Griffin Addition;
8;2008;02;06;0251;Fayette-Tuscaloosa-Walker;F2;2000;26.19;0;4;1.6 E Newtonville - 1.5 NNW Oakman;
7;2008;02;06;0204;Lamar-Marion;F1;150;7.3;0;0;0.3 SSW Beaverton - 1.5 NNW Guin;
6;2008;01;11;0204;Barbour;F1;150;3.48;0;0;2.1 SSW Blue Springs - 1.8 ENE Blue Springs;
5;2008;01;10;1611;Tuscaloosa;F3;350;5.62;0;0;6.2 SE Sterling - 8.2 E Sterling;
4;2008;01;10;1543;Pickens - Tuscaloosa;F1;100;2.03;0;0;2.2 ESE Gordo - 2.5 SW Echola;
3;2008;01;10;1510;Pickens;F0;50;0.04;0;0;0.5 SSE Pickensville;
2;2008;01;10;1420;Lamar;F3;2500;4.56;0;0;3.1 WSW Molloy - 1.8 NNE Molloy;
1;2008;01;10;1308;Marengo;F0;200;0.46;0;0;1.1 WNW Marengo - 1.1 SE Vangale;
80;2009;12;14;1625;Dale;F0;50;0.15;0;0;0.9 NW Rocky Head - 0.8 NW Rocky Head;
79;2009;12;14;1620;Coffee;F0;30;0.10;0;0;2.7 ESE Java - 2.8 ESE Java;
78;2009;10;30;1624;Marion;F1;200;2.81;0;0;0.1 WSW Thorn Hill - 2.7 NNE Thorn Hill;
77;2009;10;07;0030;Lawrence;F0;25;0.75;0;0;1.3 S Landersville - 1.5 SSE Landersville;
76;2009;09;16;0958;Chilton;F0;30;0.66;0;0;0.7 SE Lomax - 0.9 E Lomax;
75;2009;07;28;1855;Limestone;F0;30;0.18;0;0;1.7 NNW Elkmont - 1.8 NNW Elkmont;
74;2009;06;28;1550;Marshall;F0;50;1.32;0;0;1.4 WSW Albertville Airport - 0.6 S Albertville Airport;
73;2009;06;14;0925;Lawrence;F1;150;0.76;0;0;2.3 WSW Masterson Mill - 1.9 SW Masterson Mill;
72;2009;06;03;1148;Madison;F0;20;0.10;0;0;0.5 NW Madison County Jet Port;
71;2009;05;23;1559;Lee;F0;50;1.22;0;0;0.5 NW Cawatchee - 0.4 NW McCulloh;
70;2009;05;23;1255;Autauga;F0;50;0.37;0;0;3.2 E Marbury - 2.9 E Marbury;
69;2009;05;06;0850;Jefferson;F1;50;0.37;0;0;2.9 W Warrior - 2.6 W Warrior;
68;2009;05;06;0845;Blount;F0;30;0.05;0;0;5.7 WSW Blount Springs;
67;2009;05;06;0824;Walker;F0;75;0.23;0;0;6.2 NNW Sipsey;
66;2009;05;06;0820;Walker;F1;300;1.03;0;0;0.8 NW Cordova - 0.9 NNE Cordova;
65;2009;05;06;0811;Walker;F0;200;3.35;0;0;2.1 E Jasper - 5.2 ESE Jasper Walker Co Airport;
64;2009;05;06;0759;Limestone-Madison;F2;75;10.90;0;0;2.0 ENE Greenbrier - 2.7 NW Oakwood College;
63;2009;05;06;0757;Tuscaloosa;F1;100;0.23;0;0;3.3 SSE Shirley;
62;2009;05;06;0748;Tuscaloosa;F1;100;0.50;0;0;4.3 NNW Samantha;
61;2009;05;06;0742;Morgan;F0;75;0.72;0;0;1.7 N Oakworth - 1.6 NW Fairview;
60;2009;05;06;0731;Pickens;F1;100;1.34;0;0;0.3 SE Carrollton - 1.6 E Carrollton;
59;2009;05;06;0725;Lawrence-Morgan;F1;75;3.16;0;0;4.0 S Caddo - 3.9 SW Griffin Addition;
58;2009;05;06;0720;Pickens;F1;300;1.00;0;0;3.5 S Pickensville - 3.0 SSE Pickensville;
57;2009;05;03;1700;Madison;F1;75;1.58;0;0;1.2 WNW Cave Springs - 1.0 NNE Cave Springs;
56;2009;05;03;1440;Marshall;F1;50;0.25;0;0;2.0 ENE Mt Olive - 2.2 ENE Mt Olive;
55;2009;05;03;1327;St. Clair;F1;800;16.57;0;0;3.7 NW New London - 4.7 NNE Riverside;
54;2009;05;03;1315;St. Clair;F1;100;0.95;0;0;2.0 SSW Prescott - 1.8 SSE Prescott;
53;2009;05;03;1303;Shelby;F1;300;1.43;0;0;1.4 WNW Dunavant - 1.3 N Dunavant;
52;2009;05;03;1254;Shelby;F0;200;2.60;0;0;5.8 NE Quito - 5.2 WSW Dunavant;
51;2009;05;03;1232;Hale;F1;50;0.05;0;0;1.8 SW Newbern;
50;2009;05;02;1627;Lamar;F0;50;2.52;0;0;2.1 SSE Hightogy - 0.2 SE Kingville;
49;2009;05;02;1620;Fayette;F0;30;0.05;0;0;2.6 N Covin;
48;2009;04;19;2133;Russell;F2;250;1.47;0;0;1.5 WNW Girard - Phenix City;
47;2009;04;19;2021;St. Clair;F1;75;2.92;0;0;2.4 NNE Greensport - 3.8 SSE Steele;
46;2009;04;19;2016;DeKalb;F1;150;5.27;0;13;2.6 SSE Stamp - 0.7 ESE Hammondville;
45;2009;04;19;2003;DeKalb;F0;50;1.06;0;0;0.5 NNE Guest - 0.5 W Pleasant Hill;
44;2009;04;19;1959;Blount-St. Clair;F2;300;9.19;0;0;4.8 S Mattawana - 5.5 SSE Oneonta Robbins Airport;
43;2009;04;19;1936;Bullock;F0;50;0.05;0;0;2.9 N Hector;
42;2009;04;19;1935;Marshall;F1;60;3.00;1;1;2.0 SE Little New York - 3.0 SSE Poplar Springs;
41;2009;04;19;1920;Montgomery;F1;50;0.05;0;0;3.1 N Pine Level;
40;2009;04;19;1910;Montgomery;F0;150;0.09;0;0;3.4 NE Ramer;
39;2009;04;19;1758;Morgan;F0;50;0.51;0;1;2.4 WSW Brooksville - 1.9 WSW Brooksville;
38;2009;04;19;1753;Shelby;F0;100;3.30;0;0;0.5 ENE Maylene - 0.2 ENE Alabaster;
37;2009;04;19;1743;Morgan;F0;50;2.01;0;0;0.2 W Pumpkin Center - 0.6 N Neel;
36;2009;04;19;1728;Perry;F1;100;1.22;0;0;3.1 N Marion - 3.6 NNE Marion;
35;2009;04;19;1718;Lawrence;F1;67;4.38;0;0;2.5 WNW Wren - 1.9 SE Moulton;
34;2009;04;19;1716;Shelby;F0;800;1.97;0;0;0.6 NE Scotrock - 1.8 E Pelham;
33;2009;04;19;1704;Perry;F1;50;3.97;0;0;4.9 NW Scott Station - 2.7 SW Folsom;
32;2009;04;19;1703;Lawrence;F0;25;1.27;0;0;1.7 WSW Mt Hope - 1.1 S Mt Hope;
31;2009;04;19;1652;Hale;F0;25;3.57;0;0;2.0 NNW Whitsitt - 1.9 E Rosemary;
30;2009;04;13;0700;Geneva;F0;50;0.31;0;0;WNW Black;
29;2009;04;10;2020;Russell;F1;150;0.49;0;1;2.6 WSW Nuckols - 2.3 SW Nuckols;
28;2009;04;10;1948;Montgomery-Macon-Bullock;F1;440;26.07;0;0;2.6 NNE Pinedale - 0.5 S Down;
27;2009;04;10;1926;Tallapoosa-Macon-Lee;F1;440;25.53;0;0;2.1 E Reeltown - 1.1 WNW Marvyn;
26;2009;04;10;1919;Russell;F1;50;0.99;0;2;3.9 SSW Ladonia - 3.0 S Ladonia;
25;2009;04;10;1904;Russell;F1;150;5.92;0;0;3.0 NNE Unland - 0.8 ESE Crawford;
24;2009;04;10;1851;Lee;F1;100;2.19;0;0;0.7 E Mitchell Crossroads - 1.1 NNW Whatley Crossroads;
23;2009;04;10;1830;Lee;F1;300;5.50;0;0;3.0 WNW Loachapoka - 2.5 E Loachapoka;
22;2009;04;10;1812;Tallapoosa-Lee;F1;250;10.14;0;0;3.3 WNW Church Hill - 4.3 SSW Roxana;
21;2009;04;10;1402;Marshall-Jackson-DeKalb;F3;440;32.53;0;5;2.7 SSE Grant - 3.1 WSW Stamp;
20;2009;04;10;1259;Limestone;F0;10;0.23;0;0;SSW Thach;
19;2009;04;10;0438;Marshall;F0;200;1.96;0;0;0.4 ENE Little New York - 2.3 E Little New York;
18;2009;04;02;1909;Madison;F0;50;0.59;0;0;Huntsville;
17;2009;04;02;1626;Morgan;F1;200;1.18;0;0;Laceys Spring;
16;2009;04;02;1535;Limestone;F0;50;1.69;0;0;0.8 WNW Murphee Place - 1.0 SE Tanner;
15;2009;04;02;1446;Colbert;F1;75;0.26;0;0;2.7 N Old Bethel - 2.4 SW Bingham;
14;2009;04;02;1443;Tuscaloosa;F1;150;0.59;0;0;1.8 NW Samantha - 1.9 NNW Samantha;
13;2009;04;02;1415;Lamar;F0;10;0.01;0;0;0.9 SSE Hightogy;
12;2009;03;28;1916;Dekalb;F1;50;2.50;0;0;3.2 NNW Allen - 1.8 W Valley Head;
11;2009;03;28;1911;Jackson;F0;40;1.58;0;0;1.9 ENE Pisgah - 1.7 WNW Rosalie;
10;2009;03;26;0555;Escambia;F1;1000;2.38;0;0;0.5 S Appleton - 2.0 NE Appleton;
9;2009;03;26;0404;Shelby;F0;35;3.71;0;0;1.1 NNE Maylene - 1.0 ENE Alabaster;
8;2009;03;26;0220;Lamar-Fayette;F1;100;3.61;0;0;3.3 SSE Kennedy - 5.9 SSE Belk;
7;2009;02;28;0825;Lee;F2;500;8.29;0;3;1.9 WSW Salem - 1.8 SSE Valley;
6;2009;02;28;0756;Lee;F1;100;0.31;0;0;0.7 NNE Ridge Grove - 1.0 NNE Ridge Grove;
5;2009;02;28;0740;Tallapoosa;F0;100;0.25;0;0;2.3 SSE Tallassee;
4;2009;02;27;1556;Hale;F0;20;0.02;0;0;5.0 N Greensboro;
3;2009;02;27;1010;Shelby;F0;25;1.79;0;0;1.6 NW Argyle - 1.6 NNE Argyle;
2;2009;02;18;1855;Randolph;F1;500;0.85;0;0;0.3 NNW Wehadkee - 0.8 ENE Wehadkee;
1;2009;01;10;1705;Washington;F1;200;1.60;0;0;0.1 WSW McIntosh - 1.5 ENE McIntosh;
37;2010;11;30;1023;Elmore;F0;100;6.65;0;0;3.4 N Wetumpka - 1.8 NNW Santuck;
36;2010;11;30;1014;Clay;F0;40;1.67;0;0;1.5 SW Hatchett - 0.6 SE Hatchett;
35;2010;11;30;0957;Autauga;F1;150;5.80;0;0;0.8 E Prattville - 1.3 SSE Fays;
34;2010;11;30;0709;Blount;F1;150;1.72;0;0;4 NW Liberty - 3.4 NNW Liberty;
33;2010;11;30;0415;Perry;F1;50;0.08;0;0;2 NNE Scott Station;
32;2010;11;30;0141;Lamar;F1;150;1.37;0;0;1.6 E Fernbank - 0.4 SW Millport;
31;2010;10;26;2010;Jefferson;F1;200;4.30;0;0;0.9 NW Huffman - 1.1 SSE Chalkville;
30;2010;10;26;1713;Marshall;F0;50;0.88;0;0;0.8 SSE Mc Ville - 1.4 ESE Mc Ville;
29;2010;10;26;1703;DeKalb;F1;175;4.46;0;0;0.2 SE Whiton - 1.8 SE Chigger Hill;
28;2010;10;26;1440;Limestone;F0;50;0.29;0;0;1.9 S Greenbrier - 1.8 SSE Greenbrier;
27;2010;10;26;1223;Lawrence;F1;50;1.04;0;0;1.5 NNW Hillsboro - 1.4 N Hillboro;
26;2010;10;25;0417;Mobile;F1;150;1.20;0;0;1.4 N Cottage Hill - 1.8 NNE Cottage Hill;
25;2010;10;25;0305;Jackson - DeKalb;F1;150;15.68;0;0;1.0 S Rosalie - 3.5 NE Ider;
24;2010;10;25;0302;Jackson - DeKalb;F2;300;15.98;0;0;1.7 N Browntown - 3.8 NE Sulphur Springs;
23;2010;10;25;0252;Jackson;F0;100;2.17;0;0;1.3 E Section - 1.8 SSE Dutton;
22;2010;10;25;0223;Marshall;F0;100;0.93;0;0;1.2 E North Arab - 1.9 W Grassy;
21;2010;10;25;0105;Winston;F1;600;12.07;0;0;0.8 NW Delmar - 2.6 ENE Pleasant Hill;
20;2010;10;24;2010;Baldwin;F1;100;1.71;0;0;1.8 SSE Elsanor - 1.2 E Elsanor;
19;2010;04;24;2301;Dekalb;F4;880;16.62;0;5;1.2 ESE Dog Town - 3.5 E Rodentown;
18;2010;04;24;2225;Dekalb;F3;440;4.29;0;0;2.0 SSW Bankhead - 3.0 E Bankhead;
17;2010;04;24;2101;Walker - Jefferson - Blount;F3;400;29.64;0;0;Parrish - Sumiton - Empire;
16;2010;04;24;2059;Blount - Marshall - Dekalb;F3;1320;39.86;0;45;1.2 NW McLarty - 1.0 SSE Henagar;
15;2010;04;24;1921;Fayette- Walker;F1;400;4.59;0;0;NE Berry - 5 W Oakman;
14;2010;04;24;1906;Fayette;F1;200;6.56;0;0;SW Berry;
13;2010;04;24;1757;Cullman;F2;300;5.75;0;0;1.2 SSW Midway - 2.1 NE Welti;
12;2010;04;24;1527;Marion;F0;200;7.15;0;0;Gu-Win - Brilliant;
11;2010;04;24;1050;Hale;F0;100;5.83;0;0;4.8 NNE Greensboro - 1.7 SW Hogglesville;
10;2010;04;24;1019;Marengo-Greene-Hale;F1;200;8.15;0;2;0.7 WNW Demopolis - 3.7 N Arcola;
9;2010;04;24;0944;Sumter;F0;30;0.08;0;0;4.6 S Siloam;
8;2010;04;08;1110;Coffee;F0;75;3.00;0;0;3.0 SW Damascus;
7;2010;04;08;0615;Washington;F0;100;0.11;0;0;1.5 WSW Malcolm;
6;2010;04;08;0342;Blount;F0;50;0.20;0;0;1.0 NW Blountsville;
5;2010;03;25;1859;Chilton;F1;200;2.75;0;0;Clanton;
4;2010;03;25;1802;Shelby;F1;100;2.74;0;0;Maylene - Alabaster;
3;2010;03;25;1640;Morgan;F1;50;2.86;0;0;1.1 NW Penn - 1.0 W Massey;
2;2010;03;10;1820;Washington;F0;50;0.56;0;0;0.8 SSE Yellow Pine;
1;2010;01;21;1715;Madison;F2;150;6.60;0;1;1.1 W Huntsville Park - 0.8 NNW Huntsville Mill AP;
145;2011;12;22;1424;Elmore-Coosa-Tallapoosa;F1;300;24.90;0;0;1.5 NW Sykes Mill - 3.1 NNW Alexander City;
144;2011;12;22;1402;Autauga-Elmore;F0;100;10.18;0;0;3.4 S New Prospect - 5.2 WSW Titus;
143;2011;12;22;1342;Shelby;F0;50;1.83;0;0;Columbiana;
142;2011;12;22;1330;Dallas;F0;50;2.17;0;0;1.8 ENE Selma Selfield Airport - 2.5 ESE Manila;
141;2011;12;22;1325;Bibb;F0;150;2.62;0;0;0.3 SW Lawley - 1.5 SSW Randolph;
